Unnamed: 0,Unnamed: 1,Unnamed: 2,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,minus_log10_pvalue,regulation,EnsemblID,GeneSymbol,GeneSymbol_upper,MouseGeneID,HumanOrthologGeneID,Symbol,Synonyms,Description,MitoCarta3.0_List,MitoCarta3.0_Evidence,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,TrainingDataset,MitoCarta2.0_Score,MitoCarta2.0_FDR,MitoCarta2.0_List,MitoCarta2.0_Evidence,EnsemblGeneID,UniProt,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,mm10_Chromosome,mm10_Start,mm10_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_Main_Location_2020 (Reliability),MouseGeneID_clean,is_mitochondrial,pathway_categories
ENSMUSG00000040740,ENSMUSG00000040740,Slc25a34,569.0977437,1.925960779,0.250076705,7.701480136,1.34e-14,6.9e-13,"13,87128067",up,ENSMUSG00000040740,Slc25a34,SLC25A34,384071.0,284723.0,Slc25a34,Gm1369,"solute carrier family 25, member 34",MitoCarta3.0,"yeast mito homolog+, mito protein domain+",MIM,Small molecule transport > SLC25A family,Tpossible_mito,5.4649,0.053,1.0,"yeast mito homolog+, mito protein domain+",ENSMUSG00000040740,A2ADF7,318.0,,MitoDomain,2.0,,OrthologMitoLowConf,NoHomolog,,chr4,141618824.0,141623834.0,,,,,,,,,,,,,,,,,,,,,Mitochondria (Approved),384071,True,['Transporters']
ENSMUSG00000040888,ENSMUSG00000040888,Gfer,446.1891744,0.53671852,0.129800226,4.134958302,3.55e-05,0.000202434,"4,449748293",up,ENSMUSG00000040888,Gfer,GFER,11692.0,2671.0,Gfer,Alr|ER|ERV1,"growth factor, augmenter of liver regeneration",MitoCarta3.0,"literature, GFP, targetP signal, yeast mito homolog++, mito protein domain, coexpression, MS/MS",IMS,"Protein import, sorting and homeostasis > Protein import and sorting > MIA40",Tmito,16.8509,0.003,1.0,"literature, GFP, targetP signal, yeast mito homolog++, mito protein domain, coexpression, MS/MS",ENSMUSG00000040888,P56213,198.0,4.0,SharedDomain,11.0,,OrthologMitoHighConf,NoHomolog,50-75ambig,chr17,24693190.0,24696156.0,12.0,15.0,163.0,2330000000.0,61.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.8,8.5,8.6,7.9,7.8,8.7,,,8.0,7.3,7.6,6.9,8.1,7.9,Cytosol;Mitochondria (Enhanced),11692,True,[]
ENSMUSG00000042010,ENSMUSG00000042010,Acacb,13922.59752,0.748877755,0.140550379,5.328180267,9.92e-08,1.2e-06,"7,003481143",up,ENSMUSG00000042010,Acacb,ACACB,100705.0,32.0,Acacb,AI597064|AW743042|Acc|Acc2|Accb,acetyl-Coenzyme A carboxylase beta,MitoCarta3.0,"yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression+",MOM,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Vitamin metabolism > Biotin utilizing proteins,Tpossible_mito,8.1676,0.031,1.0,"yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression+",ENSMUSG00000042010,E9Q4Z2,2448.0,,SharedDomain,30.0,,HomologMitoLowConf,Homolog,0-25ambig,chr5,114165517.0,114250758.0,11.0,16.0,69.0,616000000.0,8.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine, stomach, placenta, testis",7.2,7.4,7.6,6.5,7.7,8.3,,,8.2,,7.3,7.5,7.8,7.5,,100705,True,[]
ENSMUSG00000042642,ENSMUSG00000042642,Flad1,1245.579076,-0.644267654,0.110411289,-5.835161051,5.37e-09,8.7e-08,"8,269713373",down,ENSMUSG00000042642,Flad1,FLAD1,319945.0,80308.0,Flad1,A930017E24Rik|Pp5|Pp591,flavin adenine dinucleotide synthetase 1,MitoCarta3.0,"APEX_matrix, mito protein domain, induction, coexpression",Matrix,Metabolism > Vitamin metabolism > Vitamin B2 metabolism,Tmito,5.7739,0.049,1.0,"APEX_matrix, mito protein domain, induction, coexpression",ENSMUSG00000042642,Q8R123,492.0,,SharedDomain,22.0,0.52,NoMitoHomolog,NoHomolog,0-25ambig,chr3,89402672.0,89411863.0,3.0,8.0,14.0,114000000.0,23.0,"spinalcord, adipose, stomach",,,,6.8,,,,,8.0,,,6.3,,,Cytosol;Plasma membrane (Supported),319945,True,[]
ENSMUSG00000042787,ENSMUSG00000042787,Exog,74.12653669,-0.667557578,0.204032487,-3.271820034,0.001068576,0.003768523,"2,971194698",down,ENSMUSG00000042787,Exog,EXOG,208194.0,9941.0,Exog,AW557704|ENDO|ENG|ENGL-B|ENGL-a|Endogl1|Endogl2|Engl|Engla|Englb,"endo/exonuclease (5'-3'), endonuclease G-like",MitoCarta3.0,"APEX_IMS, targetP signal, yeast mito homolog, mito protein domain, MS/MS++",MIM,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair | Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay,Tmito,11.4209,0.016,1.0,"APEX_IMS, targetP signal, yeast mito homolog, mito protein domain, MS/MS++",ENSMUSG00000042787,Q8C163,392.0,2.0,SharedDomain,4.0,,HomologMitoLowConf,NoHomolog,50-75pure,chr9,119444922.0,119465518.0,7.0,23.0,113.0,1660000000.0,63.0,"cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, placenta",8.7,8.4,8.4,8.7,,,,,7.4,,7.5,,8.1,,Mitochondria (Supported),208194,True,[]
ENSMUSG00000043162,ENSMUSG00000043162,Pyurf,631.4674147,-0.817026386,0.17642768,-4.630942179,3.64e-06,2.89e-05,"5,438892026",down,ENSMUSG00000043162,Pyurf,PYURF,66459.0,100996939.0,Pyurf,2610022G08Rik|AI847956|Pi|Prey,Pigy upstream reading frame,MitoCarta3.0,"targetP signal+, induction, coexpression++, MS/MS",unknown,0,Tpossible_mito,19.2899,0.003,1.0,"targetP signal+, induction, coexpression++, MS/MS",ENSMUSG00000043162,Q9D1C3,112.0,1.0,NonMitoDomain,41.0,1.62,NoMitoHomolog,NoHomolog,50-75ambig,chr6,57684738.0,57692078.0,11.0,5.0,40.0,232000000.0,70.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta",6.9,7.1,7.0,6.4,,7.4,7.7,7.8,7.2,,7.0,6.6,7.5,,Nucleoplasm (Approved),66459,True,[]
ENSMUSG00000044986,ENSMUSG00000044986,Tst,406.0335743,-0.753164332,0.165851628,-4.541193492,5.59e-06,4.17e-05,"5,252303438",down,ENSMUSG00000044986,Tst,TST,22117.0,7263.0,Tst,Rhod|rhodanese,"thiosulfate sulfurtransferase, mitochondrial",MitoCarta3.0,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Sulfur metabolism,Tmito,16.1851,0.005,1.0,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",ENSMUSG00000044986,P52196,297.0,3.0,SharedDomain,9.0,,NoMitoHomolog,Ortholog,50-75pure,chr15,78399555.0,78405859.0,14.0,26.0,777.0,70100000000.0,75.0,all 14,9.3,9.1,9.6,9.4,9.8,10.3,7.8,8.1,9.5,8.5,10.2,8.9,9.5,10.0,Mitochondria (Supported),22117,True,[]
ENSMUSG00000045100,ENSMUSG00000045100,Slc25a26,473.8027809,-0.559051268,0.122193323,-4.575137608,4.76e-06,3.62e-05,"5,322477838",down,ENSMUSG00000045100,Slc25a26,SLC25A26,67582.0,115286.0,Slc25a26,4930433D19Rik|4933433F13Rik|AW557176|D6Bwg0781e|Slc25a6,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26",MitoCarta3.0,"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS",MIM,Small molecule transport > SLC25A family,Tmito,19.1908,0.003,1.0,"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS",ENSMUSG00000045100,Q5U680,274.0,,MitoDomain,22.0,,OrthologMitoHighConf,NoHomolog,25-50ambig,chr6,94500313.0,94604652.0,6.0,8.0,30.0,323000000.0,42.0,"cerebrum, cerebellum, adipose, largeintestine, placenta, testis",8.0,7.9,,,,,,,8.0,,7.3,,7.2,7.5,Mitochondria (Supported),67582,True,['Transporters']
ENSMUSG00000045160,ENSMUSG00000045160,Bola3,1951.824298,-0.514465027,0.143257421,-3.591192864,0.000329168,0.001375248,"3,482582483",down,ENSMUSG00000045160,Bola3,BOLA3,78653.0,388962.0,Bola3,1810056O20Rik,bolA-like 3 (E. coli),MitoCarta3.0,"targetP signal, mito protein domain, MS/MS",Matrix,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,Tnon_mito,3.9219,0.096,0.0,"targetP signal, mito protein domain, MS/MS",ENSMUSG00000045160,Q8CEI1,110.0,3.0,SharedDomain,,,NoMitoHomolog,NoHomolog,50-75ambig,chr6,83349483.0,83358392.0,10.0,11.0,77.0,855000000.0,72.0,"cerebrum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.7,,,7.1,,8.2,7.7,,8.3,7.9,7.7,7.8,7.7,8.1,Mitochondria;Nuclear bodies (Supported),78653,True,[]
ENSMUSG00000045948,ENSMUSG00000045948,Mrps12,294.5801418,-0.545855791,0.118652445,-4.600459681,4.22e-06,3.29e-05,"5,375141002",down,ENSMUSG00000045948,Mrps12,MRPS12,24030.0,6183.0,Mrps12,AI327385|Rpm|Rpms12|rp|rps12,mitochondrial ribosomal protein S12,MitoCarta3.0,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS+",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,27.47,0.004,1.0,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS+",ENSMUSG00000045948,O35680,139.0,4.0,SharedDomain,35.0,0.54,OrthologMitoHighConf,Homolog,25-50pure,chr7,28739640.0,28741781.0,12.0,7.0,66.0,1380000000.0,48.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.1,7.9,8.2,7.7,,8.1,7.4,,7.8,7.8,8.4,7.5,8.5,8.0,,24030,True,"['Mitochondrial ribosome', 'Translation factors']"
ENSMUSG00000046329,ENSMUSG00000046329,Slc25a23,505.8760195,-0.806405715,0.124618963,-6.470971149,9.74e-11,2.4e-09,"10,01155241",down,ENSMUSG00000046329,Slc25a23,SLC25A23,66972.0,79085.0,Slc25a23,2310067G05Rik|SCaMC|SCaMC-3,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23",MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+, MS/MS",MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family,Tmito,10.8401,0.019,1.0,"literature, yeast mito homolog+, mito protein domain+, MS/MS",ENSMUSG00000046329,Q6GQS1,467.0,,MitoDomain,1.0,,OrthologMitoLowConf,NoHomolog,25-50ambig,chr17,57043710.0,57059863.0,9.0,15.0,47.0,897000000.0,37.0,"cerebrum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta",8.5,,7.4,6.6,,7.5,,,8.1,6.8,8.4,6.5,8.3,,Mitochondria (Supported),66972,True,['Transporters']
ENSMUSG00000047635,ENSMUSG00000047635,2810006K23Rik,175.3657443,-1.022559006,0.135250227,-7.560497501,4.02e-14,1.89e-12,"13,39628135",down,ENSMUSG00000047635,2810006K23Rik,2810006K23RIK,72650.0,91574.0,2810006K23Rik,-,RIKEN cDNA 2810006K23 gene,MitoCarta3.0,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS",Matrix,Mitochondrial central dogma > Translation > Translation factors,Tmito,17.4812,0.003,1.0,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS",ENSMUSG00000047635,Q80VP5,184.0,3.0,SharedDomain,,,OrthologMitoHighConf,Ortholog,25-50ambig,chr5,124328088.0,124341852.0,7.0,8.0,37.0,170000000.0,38.0,"cerebrum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta",7.5,,7.3,7.0,,,,,7.6,,7.7,6.8,7.3,,Cytosol;Nucleoplasm (Approved),72650,True,['Translation factors']
ENSMUSG00000048351,ENSMUSG00000048351,Coa7,599.3027408,-0.628688849,0.194117633,-3.238700363,0.001200756,0.004158368,"2,92054506",down,ENSMUSG00000048351,Coa7,COA7,69893.0,65260.0,Coa7,2010305A19Rik|AI451324|D4Ertd796|D4Ertd796e|Sel|Selrc1,cytochrome c oxidase assembly factor 7,MitoCarta3.0,"literature, APEX_IMS, mito protein domain, coexpression, MS/MS",IMS,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,2.0577,0.174,1.0,"literature, APEX_IMS, mito protein domain, coexpression, MS/MS",ENSMUSG00000048351,Q921H9,231.0,,SharedDomain,6.0,,NoMitoHomolog,NoHomolog,25-50ambig,chr4,108328151.0,108340718.0,13.0,11.0,123.0,2100000000.0,42.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.4,8.3,8.5,8.1,8.0,8.3,,7.2,7.8,8.3,7.7,7.9,8.6,8.0,Mitochondria;Nucleoplasm (Approved),69893,True,"['Complex IV', 'Complex I']"
ENSMUSG00000049038,ENSMUSG00000049038,Mterf2,221.2140847,-1.113019108,0.211683231,-5.257946515,1.46e-07,1.68e-06,"6,836621322",down,ENSMUSG00000049038,Mterf2,MTERF2,74238.0,80298.0,Mterf2,1700007D05Rik|Mterfd|Mterfd3,mitochondrial transcription termination factor 2,MitoCarta3.0,"literature, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression, MS/MS",Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid,Tmito,19.5143,0.003,1.0,"literature, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression, MS/MS",ENSMUSG00000049038,Q8BKY8,385.0,2.0,MitoDomain,22.0,1.06,NoMitoHomolog,NoHomolog,25-50ambig,chr10,85119432.0,85128027.0,10.0,11.0,35.0,390000000.0,36.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, largeintestine, testis",7.1,7.9,7.8,6.8,,7.2,7.9,7.9,7.0,,7.3,,,7.1,,74238,True,[]
ENSMUSG00000049047,ENSMUSG00000049047,Armcx3,693.5085521,-0.808106605,0.132564393,-6.095955233,1.09e-09,2.11e-08,"8,963427563",down,ENSMUSG00000049047,Armcx3,ARMCX3,71703.0,51566.0,Armcx3,1200004E24Rik|AI450003|ALEX3,"armadillo repeat containing, X-linked 3",MitoCarta3.0,literature,MOM,Mitochondrial dynamics and surveillance > Trafficking,Tpossible_mito,-11.0675,0.885,0.0,0,ENSMUSG00000049047,Q8BHS6,379.0,,NonMitoDomain,,,NoMitoHomolog,NoHomolog,,chrX,134756567.0,134761456.0,,,,,,,,,,,,,,,,,,,,,Nucleoplasm (Approved),71703,True,[]
ENSMUSG00000049225,ENSMUSG00000049225,Pdp1,3042.591273,-1.207724455,0.274510987,-4.399548696,1.08e-05,7.35e-05,"4,964665399",down,ENSMUSG00000049225,Pdp1,PDP1,381511.0,54704.0,Pdp1,Gm1024|Ppm|Ppm2c,pyruvate dehyrogenase phosphatase catalytic subunit 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, MS/MS++",MIM,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,Tmito,14.3802,0.007,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, MS/MS++",ENSMUSG00000049225,Q3UV70,574.0,3.0,SharedDomain,2.0,,OrthologMitoLowConf,NoHomolog,50-75pure,chr4,11958184.0,11966450.0,10.0,24.0,61.0,1220000000.0,53.0,"cerebrum, cerebellum, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.4,7.0,,7.5,,,,9.0,7.7,7.1,7.0,6.7,6.8,8.2,Nucleoplasm (Supported),381511,True,[]
ENSMUSG00000049422,ENSMUSG00000049422,Chchd10,12535.48368,-0.602894145,0.166985386,-3.610460523,0.000305654,0.001291429,"3,514770169",down,ENSMUSG00000049422,Chchd10,CHCHD10,103172.0,400916.0,Chchd10,1620401E04Rik|AI267078|Ndg|Ndg2,coiled-coil-helix-coiled-coil-helix domain containing 10,MitoCarta3.0,"literature, targetP signal, yeast mito homolog+, mito protein domain, induction, coexpression++",IMS,0,Tmito,22.0487,0.005,1.0,"literature, targetP signal, yeast mito homolog+, mito protein domain, induction, coexpression++",ENSMUSG00000049422,Q7TNL9,138.0,2.0,SharedDomain,46.0,5.24,OrthologMitoLowConf,NoHomolog,,chr10,75935572.0,75937734.0,,,,,,,,,,,,,,,,,,,,,Mitochondria (Supported),103172,True,[]
ENSMUSG00000050174,ENSMUSG00000050174,Nudt6,176.6169793,-0.633820673,0.164986025,-3.841662791,0.000122204,0.000588099,"3,912915835",down,ENSMUSG00000050174,Nudt6,NUDT6,229228.0,11162.0,Nudt6,Asfgf2b,nudix (nucleoside diphosphate linked moiety X)-type motif 6,MitoCarta3.0,"APEX_matrix, targetP signal, mito protein domain, coexpression",Matrix,0,Tmito,5.0821,0.059,1.0,"APEX_matrix, targetP signal, mito protein domain, coexpression",ENSMUSG00000050174,Q8CH40,312.0,2.0,SharedDomain,27.0,,NoMitoHomolog,NoHomolog,,chr3,37404983.0,37419590.0,,,,,,,,,,,,,,,,,,,,,,229228,True,[]
ENSMUSG00000050323,ENSMUSG00000050323,Ndufaf6,454.2512344,-0.5221216,0.136143224,-3.835090614,0.000125518,0.000601304,"3,901293951",down,ENSMUSG00000050323,Ndufaf6,NDUFAF6,76947.0,137682.0,Ndufaf6,2310030N02Rik,NADH:ubiquinone oxidoreductase complex assembly factor 6,MitoCarta3.0,"literature, targetP signal, mito protein domain, induction, coexpression++, MS/MS",MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,19.4096,0.003,1.0,"literature, targetP signal, mito protein domain, induction, coexpression++, MS/MS",ENSMUSG00000050323,A2AIL4,333.0,2.0,SharedDomain,44.0,1.31,NoMitoHomolog,NoHomolog,25-50ambig,chr4,11051045.0,11076205.0,5.0,9.0,22.0,169000000.0,35.0,"adipose, smallintestine, largeintestine, placenta, testis",,,,,,,,,7.2,7.8,7.2,,7.3,7.7,,76947,True,['Complex I']
ENSMUSG00000051671,ENSMUSG00000051671,Coa6,257.4625011,-0.94835527,0.16798867,-5.645352555,1.65e-08,2.42e-07,"7,782929241",down,ENSMUSG00000051671,Coa6,COA6,67892.0,388753.0,Coa6,1810063B05Rik|AI447995,cytochrome c oxidase assembly factor 6,MitoCarta3.0,"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression+, MS/MS",IMS,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,25.4811,0.003,1.0,"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression+, MS/MS",ENSMUSG00000051671,Q8BGD8,79.0,,MitoDomain,36.0,0.79,OrthologMitoHighConf,NoHomolog,50-75ambig,chr8,126422500.0,126425435.0,9.0,7.0,52.0,539000000.0,71.0,"cerebrum, cerebellum, spinalcord, liver, adipose, smallintestine, largeintestine, placenta, testis",8.2,7.2,,6.9,,8.0,,,7.0,7.6,7.0,,7.7,8.1,Mitochondria (Supported),67892,True,"['Complex IV', 'Complex I']"
ENSMUSG00000052214,ENSMUSG00000052214,Opa3,2047.627095,-0.637690171,0.094226796,-6.767609605,1.31e-11,3.85e-10,"10,88296926",down,ENSMUSG00000052214,Opa3,OPA3,403187.0,80207.0,Opa3,D630048P19Rik|Gm1425|Gm472,optic atrophy 3,MitoCarta3.0,"literature, targetP signal, coexpression, MS/MS++",MOM,0,Tmito,10.4943,0.021,1.0,"literature, targetP signal, coexpression, MS/MS++",ENSMUSG00000052214,Q505D7,179.0,3.0,,17.0,,NoMitoHomolog,NoHomolog,50-75pure,chr7,19228388.0,19246817.0,14.0,13.0,344.0,13100000000.0,68.0,all 14,9.3,9.1,9.4,9.0,9.1,8.9,8.5,7.9,8.8,8.7,9.2,8.5,8.9,7.9,Cytosol (Approved),403187,True,[]
ENSMUSG00000053604,ENSMUSG00000053604,Rpia,405.0051562,-1.110499021,0.157687906,-7.04238549,1.89e-12,6.62e-11,"11,72359306",down,ENSMUSG00000053604,Rpia,RPIA,19895.0,22934.0,Rpia,RPI,ribose 5-phosphate isomerase A,MitoCarta3.0,"APEX_matrix, targetP signal",Matrix,Metabolism > Carbohydrate metabolism,Tmito,-5.7077,0.734,1.0,"APEX_matrix, targetP signal",ENSMUSG00000053604,P47968,303.0,4.0,NonMitoDomain,4.0,,NoMitoHomolog,NoHomolog,0-25ambig,chr6,70765719.0,70792175.0,1.0,2.0,4.0,4980000.0,6.0,placenta,,,,,,,,,,,,,6.7,,Nucleoplasm;Plasma membrane;Vesicles (Approved),19895,True,[]
ENSMUSG00000055782,ENSMUSG00000055782,Abcd2,1299.567801,-1.271204782,0.200584928,-6.337489038,2.34e-10,5.33e-09,"9,631639059",down,ENSMUSG00000055782,Abcd2,ABCD2,26874.0,225.0,Abcd2,A|ABC3|ABC39|AL|ALDL1|ALDR|ALDRP,"ATP-binding cassette, sub-family D (ALD), member 2",MitoCarta3.0,"targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",Membrane,Small molecule transport > ABC transporters,Tpossible_mito,13.2239,0.011,1.0,"targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",ENSMUSG00000055782,Q61285,741.0,2.0,SharedDomain,5.0,,NoMitoHomolog,Homolog,25-50pure,chr15,91145870.0,91191807.0,1.0,24.0,43.0,795000000.0,36.0,adipose,,,,,,,,,8.9,,,,,,,26874,True,[]
ENSMUSG00000056228,ENSMUSG00000056228,Cars2,270.0880169,-0.685410629,0.169469152,-4.04445658,5.24e-05,0.0002837,"4,280299003",down,ENSMUSG00000056228,Cars2,CARS2,71941.0,79587.0,Cars2,2310051N18Rik|2410044A07Rik|D530030H10Rik|cysRS,cysteinyl-tRNA synthetase 2 (mitochondrial)(putative),MitoCarta3.0,"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression++, MS/MS",Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,Tmito,20.6969,0.004,1.0,"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression++, MS/MS",ENSMUSG00000056228,Q8BYM8,552.0,1.0,SharedDomain,43.0,,NoMitoHomolog,Homolog,25-50ambig,chr8,11514016.0,11550771.0,9.0,20.0,70.0,717000000.0,45.0,"cerebrum, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.6,,,,,,8.0,8.0,8.2,7.7,7.6,7.1,7.8,8.2,Mitochondria;Nucleoplasm (Approved),71941,True,['Translation factors']
ENSMUSG00000057234,ENSMUSG00000057234,Mettl15,103.859449,-0.561465161,0.187463787,-2.99505931,0.002743915,0.00832869,"2,561629375",down,ENSMUSG00000057234,Mettl15,METTL15,76894.0,196074.0,Mettl15,0610027B03Rik|AI303697|AW049952|Mett5d1,methyltransferase like 15,MitoCarta3.0,"APEX_matrix, targetP signal, Rickettsial homolog, coexpression",Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,Tmito,5.3806,0.054,1.0,"APEX_matrix, targetP signal, Rickettsial homolog, coexpression",ENSMUSG00000057234,Q9DCL4,406.0,3.0,NonMitoDomain,13.0,,NoMitoHomolog,Ortholog,0-25ambig,chr2,109092299.0,109278290.0,2.0,2.0,6.0,31500000.0,9.0,"largeintestine, placenta",,,,,,,,,,,7.3,,7.1,,Golgi apparatus;Plasma membrane (Approved),76894,True,[]
ENSMUSG00000057342,ENSMUSG00000057342,Sphk2,785.3150905,0.625470089,0.123471998,5.065683704,4.07e-07,4.18e-06,"6,390472691",up,ENSMUSG00000057342,Sphk2,SPHK2,56632.0,56848.0,Sphk2,C76851|Sk2|Spk2,sphingosine kinase 2,MitoCarta3.0,"literature,mito protein domain",MIM,Metabolism > Lipid metabolism > Phospholipid metabolism | Mitochondrial dynamics and surveillance > Apoptosis,Tnon_mito,-6.4587,0.761,0.0,mito protein domain,ENSMUSG00000057342,Q9JIA7,617.0,,SharedDomain,0.0,,NoMitoHomolog,NoHomolog,,chr7,45709462.0,45718002.0,,,,,,,,,,,,,,,,,,,,,Vesicles (Supported),56632,True,[]
ENSMUSG00000057388,ENSMUSG00000057388,Mrpl18,1694.289935,-0.677288329,0.180792821,-3.746212515,0.000179525,0.000814603,"3,745876217",down,ENSMUSG00000057388,Mrpl18,MRPL18,67681.0,29074.0,Mrpl18,1010001C05Rik|C79879|HSPC0|HSPC071|MRP-|MRP-L18,mitochondrial ribosomal protein L18,MitoCarta3.0,"literature, APEX_matrix, targetP signal, Rickettsial homolog, coexpression, MS/MS",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,11.2343,0.015,1.0,"literature, APEX_matrix, targetP signal, Rickettsial homolog, coexpression, MS/MS",ENSMUSG00000057388,Q9CQL5,180.0,4.0,,26.0,,NoMitoHomolog,Ortholog,25-50ambig,chr17,12911354.0,12916091.0,14.0,8.0,106.0,1890000000.0,36.0,all 14,8.3,8.0,8.3,7.6,8.1,8.1,7.6,7.3,8.2,7.9,8.7,7.6,8.2,8.1,,67681,True,"['Mitochondrial ribosome', 'Translation factors']"
ENSMUSG00000057497,ENSMUSG00000057497,Fam136a,267.6407159,-1.096504294,0.187615565,-5.844420725,5.08e-09,8.3e-08,"8,293850803",down,ENSMUSG00000057497,Fam136a,FAM136A,66488.0,84908.0,Fam136a,2010309E21Rik|AW124904|Hyccin,"family with sequence similarity 136, member A",MitoCarta3.0,"APEX_IMS, mito protein domain+, MS/MS++",IMS,0,Tmito,10.5528,0.02,1.0,"APEX_IMS, mito protein domain+, MS/MS++",ENSMUSG00000057497,Q9CR98,138.0,,MitoDomain,,,NoMitoHomolog,NoHomolog,75-100pure,chr6,86365682.0,86370058.0,14.0,16.0,268.0,8940000000.0,90.0,all 14,9.0,8.8,9.0,8.4,8.6,8.9,6.3,7.7,8.7,9.0,8.6,8.2,9.3,8.8,Mitochondria (Approved),66488,True,[]
